Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time
74.29,2015-04-17 00:00:00,call,AAPL150417C00074290,55.88,54.25,54.7,0.0,0.00%,10,80,56.64%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
74.29,2015-04-17 00:00:00,put,AAPL150417P00074290,0.02,0.02,0.04,0.0,0.00%,109,2580,55.86%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
74.29,2016-01-15 00:00:00,call,AAPL160115C00074290,54.8,54.65,54.8,-1.47,-2.50%,12,12798,31.35%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
74.29,2016-01-15 00:00:00,put,AAPL160115P00074290,0.64,0.64,0.8,0.0,0.00%,77,19931,36.69%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-02-27 00:00:00,call,AAPL150227C00075000,44.0,53.6,53.85,0.0,0.00%,15,109,271.88%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-02-27 00:00:00,put,AAPL150227P00075000,0.01,0.0,0.01,0.0,0.00%,1072,1187,193.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-03-20 00:00:00,call,AAPL150320C00075000,57.85,53.55,53.9,0.0,0.00%,98,2966,100.98%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-03-20 00:00:00,put,AAPL150320P00075000,0.01,0.0,0.01,0.0,0.00%,2,19975,68.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-04-17 00:00:00,call,AAPL150417C00075000,55.2,53.55,53.95,0.0,0.00%,5,610,52.34%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-04-17 00:00:00,put,AAPL150417P00075000,0.02,0.02,0.04,0.0,0.00%,91,5218,55.08%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-05-15 00:00:00,call,AAPL150515C00075000,53.7,53.6,53.95,0.0,0.00%,69,100,57.47%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-05-15 00:00:00,put,AAPL150515P00075000,0.05,0.02,0.1,0.0,0.00%,1,23,51.37%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-07-17 00:00:00,call,AAPL150717C00075000,53.5,53.45,54.05,0.0,0.00%,1,253,45.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-07-17 00:00:00,put,AAPL150717P00075000,0.15,0.15,0.19,0.0,0.00%,159,3409,42.09%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-10-16 00:00:00,call,AAPL151016C00075000,54.7,53.55,54.25,0.0,0.00%,63,124,38.99%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2015-10-16 00:00:00,put,AAPL151016P00075000,0.32,0.31,0.44,0.0,0.00%,10,1455,37.84%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2017-01-20 00:00:00,call,AAPL170120C00075000,54.7,53.0,55.5,0.55,+0.97%,8,2199,29.77%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.0,2017-01-20 00:00:00,put,AAPL170120P00075000,2.85,2.74,2.85,0.0,0.00%,58,2782,34.16%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.71,2015-04-17 00:00:00,call,AAPL150417C00075710,43.9,52.8,53.25,0.0,0.00%,207,70,70.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.71,2015-04-17 00:00:00,put,AAPL150417P00075710,0.04,0.02,0.04,0.0,0.00%,1,456,54.30%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.71,2016-01-15 00:00:00,call,AAPL160115C00075710,53.0,53.15,53.5,0.0,0.00%,67,7280,32.06%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
75.71,2016-01-15 00:00:00,put,AAPL160115P00075710,0.69,0.71,0.86,0.0,0.00%,7,14665,36.17%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
76.43,2015-04-17 00:00:00,call,AAPL150417C00076430,43.7,52.1,52.55,0.0,0.00%,1,2,51.95%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
76.43,2015-04-17 00:00:00,put,AAPL150417P00076430,0.24,0.02,0.04,0.0,0.00%,11,517,53.32%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
77.14,2015-04-17 00:00:00,call,AAPL150417C00077140,51.55,51.4,51.8,0.0,0.00%,1,92,67.48%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
77.14,2015-04-17 00:00:00,put,AAPL150417P00077140,0.03,0.02,0.05,0.0,0.00%,25,943,53.52%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
77.14,2016-01-15 00:00:00,call,AAPL160115C00077140,54.19,51.8,52.3,0.0,0.00%,50,6898,33.62%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
77.14,2016-01-15 00:00:00,put,AAPL160115P00077140,0.8,0.78,0.93,0.0,0.00%,21,10015,35.71%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
77.86,2015-04-17 00:00:00,call,AAPL150417C00077860,34.99,50.65,51.1,0.0,0.00%,225,60,67.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
77.86,2015-04-17 00:00:00,put,AAPL150417P00077860,0.15,0.02,0.05,0.0,0.00%,75,953,52.34%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
78.57,2015-04-17 00:00:00,call,AAPL150417C00078570,41.5,49.95,50.4,0.0,0.00%,278,2,66.80%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
78.57,2015-04-17 00:00:00,put,AAPL150417P00078570,0.07,0.02,0.05,0.0,0.00%,22,614,51.56%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
78.57,2016-01-15 00:00:00,call,AAPL160115C00078570,50.72,50.35,51.05,-1.14,-2.10%,12687,32801,34.23%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
78.57,2016-01-15 00:00:00,put,AAPL160115P00078570,0.92,0.88,0.93,0.0,0.00%,12652,35319,34.63%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
79.29,2015-04-17 00:00:00,call,AAPL150417C00079290,40.8,49.25,49.65,0.0,0.00%,225,0,64.26%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
79.29,2015-04-17 00:00:00,put,AAPL150417P00079290,0.04,0.02,0.05,0.0,0.00%,40,5661,50.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-02-27 00:00:00,call,AAPL150227C00080000,48.7,48.65,48.8,0.0,0.00%,8,167,225.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-02-27 00:00:00,put,AAPL150227P00080000,0.01,0.0,0.01,0.0,0.00%,1,117,171.88%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-03-20 00:00:00,call,AAPL150320C00080000,48.8,48.65,48.8,0.0,0.00%,2,371,79.69%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-03-20 00:00:00,put,AAPL150320P00080000,0.02,0.0,0.01,0.0,0.00%,1,6785,60.94%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-04-17 00:00:00,call,AAPL150417C00080000,50.0,48.75,48.9,0.0,0.00%,17,3862,56.25%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-04-17 00:00:00,put,AAPL150417P00080000,0.03,0.02,0.03,0.0,0.00%,106,13083,49.02%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-05-15 00:00:00,call,AAPL150515C00080000,51.3,48.6,49.0,-0.98,-1.89%,3,54,53.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-05-15 00:00:00,put,AAPL150515P00080000,0.08,0.02,0.14,0.0,0.00%,5,105,48.05%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-07-17 00:00:00,call,AAPL150717C00080000,48.95,48.5,49.05,-1.55,-2.95%,89,1506,40.87%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-07-17 00:00:00,put,AAPL150717P00080000,0.18,0.19,0.22,0.0,0.00%,118,4324,38.48%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-10-16 00:00:00,call,AAPL151016C00080000,48.69,48.65,49.35,0.0,0.00%,35,232,36.21%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2015-10-16 00:00:00,put,AAPL151016P00080000,0.53,0.46,0.58,0.0,0.00%,29,2256,35.77%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2016-01-15 00:00:00,call,AAPL160115C00080000,49.19,48.9,49.4,0.0,0.00%,507,28476,31.20%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2016-01-15 00:00:00,put,AAPL160115P00080000,1.0,0.94,1.1,0.0,0.00%,44,25068,34.91%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2017-01-20 00:00:00,call,AAPL170120C00080000,51.0,49.55,52.7,-0.25,-0.47%,172,4943,34.47%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.0,2017-01-20 00:00:00,put,AAPL170120P00080000,3.4,3.4,3.85,0.0,0.00%,129,12049,34.15%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.71,2015-04-17 00:00:00,call,AAPL150417C00080710,47.4,48.1,48.25,0.0,0.00%,60,124,59.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
80.71,2015-04-17 00:00:00,put,AAPL150417P00080710,0.03,0.03,0.05,0.0,0.00%,5,1100,51.17%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
81.43,2015-04-17 00:00:00,call,AAPL150417C00081430,52.0,47.35,47.45,0.0,0.00%,3,70,54.79%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
81.43,2015-04-17 00:00:00,put,AAPL150417P00081430,0.04,0.03,0.04,0.0,0.00%,121,2078,48.83%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
81.43,2016-01-15 00:00:00,call,AAPL160115C00081430,47.6,47.6,48.25,0.0,0.00%,5,12688,32.64%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
81.43,2016-01-15 00:00:00,put,AAPL160115P00081430,1.17,1.04,1.19,0.0,0.00%,10,11213,34.49%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.14,2015-04-17 00:00:00,call,AAPL150417C00082140,45.55,46.65,46.8,0.0,0.00%,1,36,56.25%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.14,2015-04-17 00:00:00,put,AAPL150417P00082140,0.04,0.03,0.04,0.0,0.00%,10,2159,48.05%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.5,2015-04-17 00:00:00,call,AAPL150417C00082500,50.2,46.3,46.45,0.0,0.00%,2,266,56.35%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.5,2015-04-17 00:00:00,put,AAPL150417P00082500,0.04,0.03,0.04,0.0,0.00%,3,2586,47.66%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.86,2015-04-17 00:00:00,call,AAPL150417C00082860,36.0,45.9,46.05,0.0,0.00%,227,1,53.32%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.86,2015-04-17 00:00:00,put,AAPL150417P00082860,0.04,0.03,0.04,0.0,0.00%,1,4708,47.27%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.86,2016-01-15 00:00:00,call,AAPL160115C00082860,47.5,46.2,46.9,0.0,0.00%,2,13927,32.22%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
82.86,2016-01-15 00:00:00,put,AAPL160115P00082860,1.09,1.18,1.31,0.0,0.00%,5,14818,34.23%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
83.57,2015-04-17 00:00:00,call,AAPL150417C00083570,48.52,45.2,45.35,0.0,0.00%,39,57,53.03%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
83.57,2015-04-17 00:00:00,put,AAPL150417P00083570,0.04,0.04,0.06,0.0,0.00%,100,647,48.63%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
84.29,2015-04-17 00:00:00,call,AAPL150417C00084290,45.5,44.5,44.6,0.0,0.00%,10,43,51.76%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
84.29,2015-04-17 00:00:00,put,AAPL150417P00084290,0.04,0.04,0.06,0.0,0.00%,21,2314,47.85%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
84.29,2016-01-15 00:00:00,call,AAPL160115C00084290,47.0,44.8,45.35,0.0,0.00%,11,13720,30.29%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
84.29,2016-01-15 00:00:00,put,AAPL160115P00084290,1.37,1.25,1.4,0.05,+4.24%,156,8465,33.73%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-02-27 00:00:00,call,AAPL150227C00085000,34.95,43.65,43.8,0.0,0.00%,10,10,199.22%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-02-27 00:00:00,put,AAPL150227P00085000,0.01,0.0,0.01,0.0,0.00%,50,165,150.00%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-03-06 00:00:00,put,AAPL150306P00085000,0.01,0.0,0.01,0.0,0.00%,1460,2035,82.81%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-03-20 00:00:00,call,AAPL150320C00085000,47.0,43.7,43.85,0.0,0.00%,2,219,66.80%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-03-20 00:00:00,put,AAPL150320P00085000,0.02,0.01,0.02,0.0,0.00%,129,10454,59.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-04-17 00:00:00,call,AAPL150417C00085000,43.55,43.8,43.9,0.0,0.00%,18,1386,51.56%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-04-17 00:00:00,put,AAPL150417P00085000,0.05,0.04,0.05,0.0,0.00%,30,14054,45.90%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-05-15 00:00:00,call,AAPL150515C00085000,45.2,43.65,44.05,0.0,0.00%,8,446,48.58%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-05-15 00:00:00,put,AAPL150515P00085000,0.11,0.07,0.18,0.0,0.00%,10,756,44.19%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-07-17 00:00:00,call,AAPL150717C00085000,44.0,43.85,44.2,0.0,0.00%,94,1753,39.04%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-07-17 00:00:00,put,AAPL150717P00085000,0.35,0.25,0.36,0.07,+30.43%,113,5818,37.16%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-10-16 00:00:00,call,AAPL151016C00085000,44.05,43.8,44.6,0.0,0.00%,1,181,34.77%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2015-10-16 00:00:00,put,AAPL151016P00085000,0.73,0.68,0.79,0.0,0.00%,23,3548,34.06%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2017-01-20 00:00:00,call,AAPL170120C00085000,49.72,45.4,48.55,0.0,0.00%,13,3522,33.51%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.0,2017-01-20 00:00:00,put,AAPL170120P00085000,4.15,4.15,5.0,0.1,+2.38%,327,5993,34.03%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.71,2015-04-17 00:00:00,call,AAPL150417C00085710,42.95,43.1,43.2,0.0,0.00%,11,89,51.17%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.71,2015-04-17 00:00:00,put,AAPL150417P00085710,0.04,0.04,0.06,0.0,0.00%,105,1696,46.09%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.71,2016-01-15 00:00:00,call,AAPL160115C00085710,43.95,43.45,44.4,0.0,0.00%,100,25661,32.48%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
85.71,2016-01-15 00:00:00,put,AAPL160115P00085710,1.3,1.37,1.55,0.0,0.00%,111,14185,33.56%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
86.43,2015-04-17 00:00:00,call,AAPL150417C00086430,42.85,42.35,42.5,0.0,0.00%,1,92,50.00%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
86.43,2015-04-17 00:00:00,put,AAPL150417P00086430,0.06,0.06,0.07,0.0,0.00%,36,1537,46.19%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.14,2015-04-17 00:00:00,call,AAPL150417C00087140,44.0,41.65,41.8,0.0,0.00%,6,37,53.22%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.14,2015-04-17 00:00:00,put,AAPL150417P00087140,0.08,0.05,0.07,0.0,0.00%,200,823,45.31%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.14,2016-01-15 00:00:00,call,AAPL160115C00087140,46.4,42.15,42.7,0.0,0.00%,27,4418,29.72%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.14,2016-01-15 00:00:00,put,AAPL160115P00087140,1.39,1.5,1.68,0.0,0.00%,90,5260,33.20%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.5,2015-04-17 00:00:00,call,AAPL150417C00087500,42.3,41.3,41.45,0.0,0.00%,50,206,53.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.5,2015-04-17 00:00:00,put,AAPL150417P00087500,0.05,0.05,0.08,0.0,0.00%,1,2607,45.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.5,2015-07-17 00:00:00,call,AAPL150717C00087500,40.85,41.15,41.8,0.0,0.00%,10,103,38.21%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.5,2015-07-17 00:00:00,put,AAPL150717P00087500,0.29,0.3,0.42,0.0,0.00%,15,887,35.99%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.5,2017-01-20 00:00:00,call,AAPL170120C00087500,43.7,43.45,46.65,0.0,0.00%,2,485,33.36%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.5,2017-01-20 00:00:00,put,AAPL170120P00087500,4.65,4.4,5.9,0.0,0.00%,15,1472,34.59%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.86,2015-04-17 00:00:00,call,AAPL150417C00087860,44.95,40.95,41.05,0.0,0.00%,54,217,50.88%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
87.86,2015-04-17 00:00:00,put,AAPL150417P00087860,0.05,0.05,0.08,0.0,0.00%,2,1967,45.31%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
88.57,2015-04-17 00:00:00,call,AAPL150417C00088570,44.0,40.25,40.35,0.0,0.00%,1,34,50.39%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
88.57,2015-04-17 00:00:00,put,AAPL150417P00088570,0.05,0.05,0.08,0.0,0.00%,103,1477,44.43%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
88.57,2016-01-15 00:00:00,call,AAPL160115C00088570,41.0,40.9,41.4,0.0,0.00%,15,6061,29.55%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
88.57,2016-01-15 00:00:00,put,AAPL160115P00088570,1.73,1.64,1.79,0.01,+0.65%,25,4262,32.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
89.29,2015-04-17 00:00:00,call,AAPL150417C00089290,40.06,39.5,39.65,0.0,0.00%,14,264,50.29%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
89.29,2015-04-17 00:00:00,put,AAPL150417P00089290,0.06,0.06,0.08,0.0,0.00%,40,8601,43.56%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-02-27 00:00:00,call,AAPL150227C00090000,41.2,38.65,38.8,0.0,0.00%,24,342,175.00%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-02-27 00:00:00,put,AAPL150227P00090000,0.01,0.0,0.01,0.0,0.00%,3,719,131.25%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-03-06 00:00:00,call,AAPL150306C00090000,42.05,38.65,38.8,0.0,0.00%,72,228,95.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-03-06 00:00:00,put,AAPL150306P00090000,0.01,0.0,0.01,0.0,0.00%,1353,2178,71.88%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-03-20 00:00:00,call,AAPL150320C00090000,38.5,38.7,38.85,0.0,0.00%,155,1692,58.20%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-03-20 00:00:00,put,AAPL150320P00090000,0.02,0.02,0.03,0.0,0.00%,84,6032,54.69%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-03-27 00:00:00,call,AAPL150327C00090000,40.81,38.7,38.9,0.0,0.00%,2,10,54.30%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-03-27 00:00:00,put,AAPL150327P00090000,0.03,0.03,0.05,0.0,0.00%,12,68,50.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-04-17 00:00:00,call,AAPL150417C00090000,38.85,38.85,38.95,0.0,0.00%,208,6819,49.71%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-04-17 00:00:00,put,AAPL150417P00090000,0.07,0.06,0.07,0.0,0.00%,81,22560,41.99%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-05-15 00:00:00,call,AAPL150515C00090000,38.85,38.75,39.1,0.0,0.00%,3,489,43.99%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-05-15 00:00:00,put,AAPL150515P00090000,0.16,0.17,0.19,0.0,0.00%,59,1261,39.16%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-07-17 00:00:00,call,AAPL150717C00090000,39.15,39.15,39.3,-1.45,-3.42%,79,5523,35.86%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-07-17 00:00:00,put,AAPL150717P00090000,0.35,0.37,0.49,0.0,0.00%,20,12001,34.82%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-10-16 00:00:00,call,AAPL151016C00090000,39.35,39.05,39.55,-2.0,-4.62%,13,1481,30.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2015-10-16 00:00:00,put,AAPL151016P00090000,1.07,0.99,1.1,0.03,+3.66%,124,4116,32.67%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2016-01-15 00:00:00,call,AAPL160115C00090000,40.0,39.65,40.1,-1.9,-4.34%,375,28226,29.31%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2016-01-15 00:00:00,put,AAPL160115P00090000,1.81,1.82,1.95,0.01,+0.61%,240,24229,32.43%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2017-01-20 00:00:00,call,AAPL170120C00090000,42.5,42.15,43.15,0.0,0.00%,104,12253,29.21%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.0,2017-01-20 00:00:00,put,AAPL170120P00090000,5.75,5.6,5.95,0.0,0.00%,360,12044,32.99%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.71,2015-04-17 00:00:00,call,AAPL150417C00090710,40.4,38.1,38.25,0.0,0.00%,1,278,49.17%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
90.71,2015-04-17 00:00:00,put,AAPL150417P00090710,0.06,0.07,0.08,0.0,0.00%,10,1132,41.90%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
91.43,2015-04-17 00:00:00,call,AAPL150417C00091430,37.4,37.4,37.5,0.0,0.00%,1,260,47.07%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
91.43,2015-04-17 00:00:00,put,AAPL150417P00091430,0.08,0.07,0.09,0.0,0.00%,15,2290,41.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
91.43,2016-01-15 00:00:00,call,AAPL160115C00091430,38.95,38.3,38.9,-0.9,-2.14%,42,11688,29.54%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
91.43,2016-01-15 00:00:00,put,AAPL160115P00091430,1.83,1.97,2.15,0.0,0.00%,8,8087,32.29%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.14,2015-04-17 00:00:00,call,AAPL150417C00092140,39.0,36.7,36.8,-1.25,-3.11%,3,147,46.53%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.14,2015-04-17 00:00:00,put,AAPL150417P00092140,0.07,0.07,0.09,0.0,0.00%,13,1856,40.92%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.5,2015-04-17 00:00:00,call,AAPL150417C00092500,36.95,36.3,36.45,0.0,0.00%,22,662,46.44%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.5,2015-04-17 00:00:00,put,AAPL150417P00092500,0.07,0.07,0.09,0.0,0.00%,2,11897,40.43%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.5,2015-07-17 00:00:00,call,AAPL150717C00092500,38.8,36.3,36.95,0.0,0.00%,7,838,35.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.5,2015-07-17 00:00:00,put,AAPL150717P00092500,0.52,0.47,0.58,0.0,0.00%,5,6110,33.77%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.5,2017-01-20 00:00:00,call,AAPL170120C00092500,41.35,39.75,42.9,0.0,0.00%,2,1038,32.89%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.5,2017-01-20 00:00:00,put,AAPL170120P00092500,6.15,5.7,7.2,0.0,0.00%,3,1875,34.10%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.86,2015-04-17 00:00:00,call,AAPL150417C00092860,36.0,35.95,36.1,0.0,0.00%,75,1267,46.29%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.86,2015-04-17 00:00:00,put,AAPL150417P00092860,0.07,0.08,0.09,0.0,0.00%,25,3837,40.04%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.86,2016-01-15 00:00:00,call,AAPL160115C00092860,37.2,37.0,37.55,0.0,0.00%,239,24478,28.92%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
92.86,2016-01-15 00:00:00,put,AAPL160115P00092860,2.23,2.16,2.33,0.0,0.00%,43,12285,32.00%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
93.0,2015-02-27 00:00:00,call,AAPL150227C00093000,36.31,35.65,35.8,0.0,0.00%,1,1,160.16%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
93.0,2015-02-27 00:00:00,put,AAPL150227P00093000,0.01,0.0,0.01,0.0,0.00%,1,956,118.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
93.57,2015-04-17 00:00:00,call,AAPL150417C00093570,35.3,35.2,35.4,0.0,0.00%,12,1408,45.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
93.57,2015-04-17 00:00:00,put,AAPL150417P00093570,0.1,0.08,0.09,0.0,0.00%,30,1140,39.26%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
94.0,2015-02-27 00:00:00,call,AAPL150227C00094000,26.1,34.65,34.8,0.0,0.00%,560,0,155.47%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
94.0,2015-02-27 00:00:00,put,AAPL150227P00094000,0.01,0.0,0.01,0.0,0.00%,10,859,118.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
